年齢,性別,身長,体重,今の時間帯,空いた時間,食べたカロリー,これから食べるカロリー,食べれたか
22,男性,172.7,66.1,2023-08-22 06:32:00,14.1,775.9,713.8,1
65,男性,173.3,66.9,2023-08-22 21:24:00,8.5,688.3,444.7,1
34,女性,158.6,55.6,2023-08-22 07:30:00,22.5,453.2,511.8,1
36,男性,174.0,67.0,2023-08-22 04:28:00,4.1,489.1,653.9,1
21,男性,166.4,61.7,2023-08-22 19:50:00,21.1,541.4,593.5,1
20,男性,165.7,60.6,2023-08-22 10:33:00,11.9,724.3,658.4,1
43,男性,169.5,63.5,2023-08-22 07:29:00,9.6,322.5,548.7,1
58,男性,174.3,67.4,2023-08-22 21:26:00,21.9,580.7,317.1,1
24,男性,166.7,61.6,2023-08-22 21:26:00,11.1,445.4,679.6,1
56,女性,158.7,55.6,2023-08-22 17:01:00,12.6,512.2,376.5,1
71,男性,165.4,60.4,2023-08-22 23:13:00,10.4,490.8,376.0,1
65,女性,157.8,55.1,2023-08-22 13:48:00,2.7,759.7,409.2,0
28,男性,172.1,66.0,2023-08-22 07:46:00,6.2,735.8,479.1,1
40,男性,172.9,66.7,2023-08-22 23:33:00,17.4,694.5,477.9,1
33,男性,169.9,63.7,2023-08-22 06:40:00,13.1,428.1,625.7,1
65,男性,165.9,61.2,2023-08-22 07:13:00,5.6,724.2,683.0,0
20,女性,161.2,57.6,2023-08-22 21:34:00,19.2,789.0,731.9,1
31,女性,164.8,60.1,2023-08-22 13:26:00,2.4,673.6,427.2,0
78,女性,160.7,57.6,2023-08-22 23:39:00,1.3,606.4,730.7,0
39,女性,162.3,58.6,2023-08-22 11:36:00,4.3,492.9,582.7,1
75,女性,156.6,54.0,2023-08-22 23:52:00,9.0,345.6,467.9,1
61,男性,165.1,60.5,2023-08-22 21:04:00,7.5,702.5,477.5,1
55,女性,160.0,57.1,2023-08-22 15:48:00,1.0,691.4,337.0,0
72,男性,166.6,61.5,2023-08-22 09:55:00,13.8,699.2,565.8,1
28,女性,156.7,55.0,2023-08-22 13:41:00,20.4,346.1,753.4,1
54,男性,173.6,67.2,2023-08-22 10:25:00,4.3,599.4,792.0,0
33,男性,168.6,62.7,2023-08-22 22:26:00,14.8,581.2,723.5,1
51,男性,168.0,62.1,2023-08-22 15:30:00,5.1,313.1,743.9,1
52,女性,156.8,54.5,2023-08-22 23:41:00,12.6,530.8,711.3,1
57,男性,165.3,61.1,2023-08-22 12:20:00,22.6,739.7,644.4,1
47,男性,169.3,63.3,2023-08-22 12:39:00,2.4,306.8,621.7,1
59,女性,164.1,59.4,2023-08-22 13:23:00,15.3,677.3,584.7,1
48,男性,168.6,63.5,2023-08-22 22:37:00,12.8,755.8,717.7,1
68,女性,160.9,57.9,2023-08-22 16:22:00,13.1,340.9,388.3,1
24,女性,158.1,55.4,2023-08-22 13:23:00,1.4,525.2,701.1,0
52,女性,163.3,59.2,2023-08-22 01:03:00,22.9,663.1,711.1,1
40,女性,162.2,58.8,2023-08-22 03:15:00,17.7,573.7,323.9,1
20,男性,171.1,65.0,2023-08-22 14:12:00,16.7,372.3,301.0,1
57,女性,158.6,56.2,2023-08-22 07:56:00,12.1,772.9,727.3,1
55,女性,162.8,58.6,2023-08-22 12:43:00,15.8,483.4,478.2,1
60,女性,157.2,54.9,2023-08-22 10:44:00,21.1,407.6,712.2,1
75,女性,155.7,53.9,2023-08-22 03:18:00,19.8,323.3,412.6,1
73,女性,163.9,59.6,2023-08-22 09:58:00,17.3,561.0,635.2,1
76,女性,164.5,60.4,2023-08-22 23:57:00,16.3,753.7,397.0,1
49,女性,163.6,59.6,2023-08-22 10:55:00,6.1,701.7,388.2,1
34,男性,167.0,62.3,2023-08-22 13:32:00,12.3,646.2,651.2,1
30,女性,163.1,58.9,2023-08-22 15:55:00,3.1,708.9,529.4,0
61,女性,160.3,56.7,2023-08-22 15:54:00,14.7,320.4,564.9,1
63,男性,169.5,64.0,2023-08-22 13:12:00,14.1,408.0,749.9,1
51,男性,167.8,62.1,2023-08-22 10:52:00,8.1,796.5,434.7,1
18,男性,166.9,61.8,2023-08-22 08:26:00,15.3,656.8,391.9,1
24,女性,162.2,58.1,2023-08-22 01:25:00,5.6,520.7,419.7,1
58,女性,161.6,57.6,2023-08-22 22:29:00,18.0,614.5,717.1,1
58,女性,163.0,58.9,2023-08-22 05:26:00,7.8,565.3,745.3,1
67,男性,168.9,63.1,2023-08-22 10:07:00,21.6,712.7,606.4,1
35,男性,171.0,64.9,2023-08-22 01:20:00,7.6,393.4,506.1,1
42,男性,173.3,66.7,2023-08-22 10:57:00,14.6,318.8,401.2,1
30,男性,169.8,64.3,2023-08-22 23:12:00,3.5,615.4,508.6,0
18,男性,172.4,65.5,2023-08-22 04:15:00,1.5,765.7,529.0,0
57,男性,165.7,60.6,2023-08-22 22:44:00,8.9,735.5,748.2,1
19,女性,159.2,55.9,2023-08-22 07:19:00,4.9,791.2,570.1,0
24,男性,168.5,62.8,2023-08-22 09:03:00,14.2,452.4,463.8,1
76,男性,170.1,63.7,2023-08-22 08:02:00,2.4,425.5,457.6,0
56,男性,172.3,65.8,2023-08-22 11:16:00,8.1,467.6,787.6,1
35,女性,161.9,58.2,2023-08-22 15:17:00,2.3,776.9,432.8,0
56,男性,167.5,61.8,2023-08-22 01:38:00,7.7,488.8,506.0,1
80,男性,174.2,66.8,2023-08-22 20:31:00,3.0,496.1,637.1,0
50,男性,173.9,66.9,2023-08-22 10:16:00,18.0,549.2,752.4,1
80,男性,172.8,65.9,2023-08-22 22:35:00,21.1,493.9,598.0,1
29,女性,161.4,58.0,2023-08-22 08:51:00,10.6,554.8,509.0,1
40,女性,160.5,56.8,2023-08-22 02:05:00,17.1,497.9,302.1,1
44,女性,158.6,55.7,2023-08-22 23:22:00,14.9,562.9,301.3,1
48,男性,167.6,62.0,2023-08-22 08:53:00,8.0,343.9,663.3,1
77,女性,164.8,60.2,2023-08-22 22:58:00,19.6,576.1,594.8,1
56,男性,166.3,61.7,2023-08-22 14:42:00,4.4,663.2,797.9,0
38,女性,158.9,55.8,2023-08-22 13:09:00,19.7,446.3,401.6,1
55,男性,168.0,62.4,2023-08-22 07:03:00,10.4,309.6,428.1,1
28,女性,160.0,57.1,2023-08-22 22:43:00,4.9,432.8,714.2,1
35,女性,155.5,53.8,2023-08-22 08:44:00,22.7,746.9,329.1,1
30,女性,159.4,56.4,2023-08-22 23:43:00,7.5,776.7,685.3,0
64,女性,164.9,60.0,2023-08-22 15:08:00,15.8,360.6,732.2,1
74,男性,168.4,63.3,2023-08-22 15:45:00,19.4,466.2,395.7,1
18,男性,170.4,64.0,2023-08-22 21:46:00,22.1,383.0,742.5,1
58,男性,168.3,63.2,2023-08-22 11:37:00,22.2,323.6,613.4,1
48,女性,163.0,59.4,2023-08-22 15:44:00,19.6,354.2,442.8,1
32,女性,161.0,57.7,2023-08-22 20:35:00,9.1,464.9,391.6,1
40,男性,169.3,63.2,2023-08-22 10:26:00,7.9,781.3,464.8,1
63,女性,159.0,56.3,2023-08-22 14:19:00,17.3,336.0,484.3,1
51,男性,166.8,61.7,2023-08-22 22:24:00,5.8,397.3,699.2,1
25,女性,162.7,59.2,2023-08-22 14:09:00,4.9,646.8,412.5,1
61,男性,173.9,66.8,2023-08-22 23:41:00,6.4,736.8,444.4,1
30,女性,156.9,55.1,2023-08-22 22:12:00,11.3,632.8,761.2,1
75,女性,161.1,57.9,2023-08-22 15:12:00,14.1,785.2,465.1,1
47,女性,159.6,56.6,2023-08-22 17:57:00,2.3,595.3,468.8,0
40,女性,162.2,58.4,2023-08-22 05:17:00,6.8,538.4,346.9,1
54,男性,170.6,64.7,2023-08-22 17:40:00,5.7,780.4,763.2,0
77,女性,160.3,57.1,2023-08-22 03:17:00,7.1,557.9,699.0,0
54,女性,160.3,57.4,2023-08-22 03:31:00,21.0,438.5,672.9,1
44,女性,157.1,55.2,2023-08-22 10:20:00,18.2,317.6,687.7,1
33,女性,158.1,55.3,2023-08-22 20:18:00,14.4,478.4,412.9,1
46,男性,172.3,66.0,2023-08-22 19:47:00,5.9,682.4,490.8,1
18,女性,163.1,59.2,2023-08-22 23:24:00,15.3,558.9,375.1,1
69,男性,168.7,63.5,2023-08-22 17:28:00,18.6,305.5,659.5,1
31,男性,172.8,65.8,2023-08-22 10:43:00,5.9,593.4,402.6,1
41,男性,174.9,67.9,2023-08-22 16:12:00,19.2,350.1,528.9,1
48,女性,155.4,54.1,2023-08-22 07:22:00,1.9,413.0,759.1,0
69,男性,169.7,64.3,2023-08-22 23:36:00,7.3,340.7,731.6,1
20,女性,164.7,60.4,2023-08-22 10:18:00,18.7,752.4,488.9,1
45,男性,171.5,65.3,2023-08-22 23:33:00,7.5,446.1,539.7,1
39,男性,171.5,64.9,2023-08-22 05:29:00,21.1,401.4,580.6,1
26,男性,166.1,60.8,2023-08-22 05:44:00,17.9,770.2,717.4,1
39,女性,162.8,59.1,2023-08-22 13:07:00,2.1,353.1,727.3,0
43,男性,174.0,67.2,2023-08-22 02:10:00,22.2,688.7,653.8,1
45,女性,162.5,58.5,2023-08-22 19:07:00,6.0,439.9,436.6,1
74,女性,162.5,58.2,2023-08-22 04:40:00,15.0,499.2,679.5,1
18,女性,158.8,55.8,2023-08-22 03:29:00,6.0,338.7,411.0,1
27,男性,174.2,67.3,2023-08-22 16:45:00,15.8,667.7,369.8,1
65,男性,174.5,67.0,2023-08-22 03:46:00,22.1,332.0,557.2,1
62,女性,157.0,54.6,2023-08-22 04:03:00,18.7,329.4,387.2,1
48,男性,172.9,66.6,2023-08-22 08:36:00,8.1,559.8,604.5,1
62,女性,157.8,55.0,2023-08-22 13:43:00,17.7,605.1,406.7,1
66,男性,167.2,62.3,2023-08-22 18:29:00,16.6,614.8,379.9,1
62,男性,166.9,61.7,2023-08-22 15:15:00,6.8,569.7,425.2,1
60,女性,158.6,55.5,2023-08-22 09:13:00,6.9,666.1,550.8,1
45,男性,173.9,67.5,2023-08-22 02:36:00,2.7,610.0,334.8,1
33,男性,169.4,63.9,2023-08-22 14:22:00,11.8,775.0,635.4,1
77,女性,162.0,58.2,2023-08-22 19:29:00,10.5,495.5,447.4,1
79,男性,165.6,61.2,2023-08-22 02:53:00,18.3,557.2,303.4,1
80,女性,159.5,56.7,2023-08-22 11:17:00,20.0,393.3,536.8,1
58,女性,155.8,53.9,2023-08-22 11:03:00,16.7,592.8,755.1,1
68,男性,173.1,66.0,2023-08-22 13:22:00,21.5,782.8,761.8,1
57,女性,157.6,54.6,2023-08-22 10:10:00,4.4,470.8,461.9,1
79,女性,157.4,54.6,2023-08-22 08:23:00,10.9,355.3,408.5,1
47,女性,155.3,53.9,2023-08-22 13:34:00,11.3,382.3,494.3,1
41,男性,173.8,66.7,2023-08-22 18:45:00,6.0,657.5,578.3,1
35,男性,171.6,64.9,2023-08-22 17:19:00,2.4,329.0,725.0,0
22,女性,157.9,54.9,2023-08-22 06:46:00,20.4,406.3,311.8,1
60,女性,157.6,55.4,2023-08-22 03:16:00,18.5,463.7,444.0,1
57,男性,165.1,60.9,2023-08-22 13:31:00,12.5,627.2,461.6,1
54,女性,162.6,58.5,2023-08-22 23:02:00,2.9,643.9,516.7,0
45,男性,171.6,65.4,2023-08-22 01:03:00,22.9,358.4,792.3,1
77,女性,162.1,58.8,2023-08-22 04:08:00,2.4,329.6,600.7,0
65,女性,161.2,57.7,2023-08-22 03:27:00,3.5,723.7,727.9,0
61,男性,172.5,65.8,2023-08-22 22:16:00,9.4,704.4,546.9,1
22,女性,159.5,57.0,2023-08-22 14:56:00,21.4,718.8,418.8,1
54,女性,162.1,58.0,2023-08-22 09:27:00,11.0,614.7,799.4,1
24,女性,163.3,59.2,2023-08-22 18:48:00,4.5,599.5,533.5,1
35,男性,172.3,65.3,2023-08-22 22:11:00,22.1,376.8,329.4,1
73,男性,168.3,62.5,2023-08-22 23:15:00,17.4,493.5,670.7,1
68,女性,160.4,57.4,2023-08-22 03:19:00,13.7,332.7,575.9,1
60,男性,171.0,64.8,2023-08-22 03:41:00,18.7,423.7,705.3,1
37,男性,165.6,61.3,2023-08-22 03:15:00,3.1,750.6,691.2,0
32,男性,166.3,61.3,2023-08-22 17:18:00,15.5,692.8,417.5,1
39,男性,167.2,62.3,2023-08-22 17:23:00,16.3,666.1,613.0,1
59,女性,155.7,54.0,2023-08-22 16:46:00,21.9,443.0,554.0,1
52,女性,158.5,55.6,2023-08-22 06:14:00,9.5,639.6,436.3,1
22,女性,156.5,54.2,2023-08-22 13:26:00,22.9,728.7,534.8,1
78,男性,171.2,64.6,2023-08-22 05:47:00,4.9,369.0,473.7,1
75,女性,164.3,60.4,2023-08-22 21:03:00,5.0,433.7,629.1,1
69,男性,170.0,64.0,2023-08-22 04:17:00,7.7,718.8,421.2,1
19,男性,173.2,66.9,2023-08-22 07:34:00,15.7,344.4,509.3,1
32,女性,158.0,55.3,2023-08-22 11:11:00,12.4,556.6,643.4,1
65,男性,174.7,68.1,2023-08-22 23:02:00,6.5,417.4,798.8,1
34,女性,160.2,56.9,2023-08-22 18:43:00,2.6,696.1,508.1,0
79,男性,166.3,61.4,2023-08-22 10:18:00,18.3,676.7,771.6,1
63,男性,166.1,61.1,2023-08-22 12:56:00,10.9,470.7,301.0,1
55,女性,159.4,56.2,2023-08-22 13:35:00,11.3,750.9,689.4,1
63,男性,165.4,60.7,2023-08-22 18:26:00,8.9,463.4,553.7,1
73,男性,169.9,63.6,2023-08-22 23:55:00,14.1,619.3,798.4,1
65,男性,168.6,62.9,2023-08-22 21:53:00,8.4,306.7,330.3,1
30,女性,162.5,58.3,2023-08-22 20:08:00,6.9,666.8,695.5,1
31,男性,172.4,65.4,2023-08-22 13:57:00,1.4,332.9,714.0,0
63,男性,173.4,66.5,2023-08-22 06:29:00,12.3,487.0,497.3,1
48,男性,169.1,63.2,2023-08-22 08:20:00,15.7,772.6,764.7,1
56,男性,171.8,65.4,2023-08-22 18:20:00,1.0,714.9,676.4,0
80,男性,168.4,62.9,2023-08-22 03:13:00,14.4,407.6,644.4,1
49,男性,170.4,63.9,2023-08-22 23:40:00,6.2,530.7,436.4,1
55,女性,164.3,60.2,2023-08-22 20:25:00,15.3,468.4,788.0,1
70,女性,163.6,59.0,2023-08-22 05:46:00,3.1,454.5,632.4,0
55,女性,161.4,57.5,2023-08-22 19:29:00,18.6,714.0,333.1,1
78,女性,164.6,59.9,2023-08-22 07:07:00,18.9,497.9,648.9,1
60,女性,164.7,60.3,2023-08-22 23:02:00,5.4,637.2,594.1,0
45,女性,155.0,52.9,2023-08-22 12:38:00,15.3,671.2,535.7,1
54,女性,162.0,58.3,2023-08-22 08:19:00,12.2,790.8,658.4,1
41,男性,168.5,63.3,2023-08-22 23:29:00,13.9,521.6,612.4,1
64,女性,164.6,60.6,2023-08-22 09:24:00,9.4,487.5,303.4,1
27,男性,175.0,67.6,2023-08-22 23:12:00,2.4,758.3,444.1,0
62,男性,174.9,68.2,2023-08-22 09:35:00,19.6,317.3,448.7,1
21,男性,169.7,64.1,2023-08-22 11:21:00,13.6,655.9,336.4,1
24,男性,168.4,62.4,2023-08-22 03:19:00,3.0,407.5,354.6,1
57,男性,174.4,67.4,2023-08-22 19:38:00,15.1,684.0,361.2,1
33,女性,158.3,55.7,2023-08-22 13:09:00,8.7,628.9,521.3,1
29,女性,158.0,55.7,2023-08-22 18:28:00,1.6,551.3,762.2,0
59,男性,169.6,63.7,2023-08-22 03:54:00,10.1,730.1,641.2,1
28,男性,167.7,62.0,2023-08-22 12:36:00,20.7,748.0,556.7,1
40,女性,155.2,53.6,2023-08-22 02:31:00,14.9,480.7,717.5,1
21,男性,165.5,61.2,2023-08-22 22:46:00,8.9,309.0,355.9,1
79,男性,174.7,67.3,2023-08-22 18:23:00,1.1,567.3,581.2,0
70,男性,166.8,62.0,2023-08-22 16:05:00,13.5,354.2,324.2,1
40,女性,159.0,55.9,2023-08-22 02:14:00,15.3,389.2,389.8,1
66,女性,162.5,59.0,2023-08-22 15:35:00,13.5,666.5,666.1,1
51,男性,169.2,63.1,2023-08-22 02:29:00,5.0,401.1,380.8,1
27,男性,168.5,63.1,2023-08-22 02:46:00,8.3,737.8,666.6,1
50,男性,165.7,61.0,2023-08-22 07:19:00,4.7,573.9,422.1,1
79,女性,160.7,57.4,2023-08-22 20:31:00,13.8,411.7,712.0,1
37,男性,166.4,61.9,2023-08-22 02:15:00,10.2,651.5,694.1,1
29,女性,155.1,53.6,2023-08-22 01:38:00,19.1,570.4,637.1,1
25,女性,164.7,59.9,2023-08-22 05:50:00,3.4,666.6,552.0,0
43,男性,169.7,64.0,2023-08-22 09:22:00,4.9,382.3,526.8,1
58,男性,169.6,63.9,2023-08-22 13:49:00,11.6,684.7,476.3,1
48,女性,156.8,55.0,2023-08-22 13:01:00,14.3,483.3,317.0,1
62,女性,156.1,54.3,2023-08-22 13:51:00,3.8,383.3,379.2,1
44,女性,161.8,58.0,2023-08-22 09:40:00,8.0,501.5,566.7,1
42,男性,173.5,66.9,2023-08-22 12:36:00,1.3,568.3,766.6,0
69,女性,158.3,55.4,2023-08-22 11:16:00,3.3,425.1,748.6,0
69,男性,170.0,63.8,2023-08-22 14:27:00,18.7,504.4,771.7,1
72,男性,166.6,61.7,2023-08-22 04:17:00,18.4,341.6,754.6,1
72,女性,163.2,59.1,2023-08-22 10:49:00,22.1,480.7,371.0,1
77,男性,167.7,62.8,2023-08-22 20:45:00,20.7,710.8,345.3,1
75,女性,160.0,57.3,2023-08-22 12:23:00,20.8,322.4,717.3,1
28,女性,159.5,56.4,2023-08-22 18:39:00,5.7,691.5,343.1,1
66,男性,170.0,63.9,2023-08-22 07:40:00,16.0,796.4,560.9,1
52,女性,155.9,53.6,2023-08-22 01:22:00,4.6,608.3,652.0,0
26,男性,165.9,60.9,2023-08-22 07:56:00,22.2,584.8,323.5,1
79,男性,168.0,62.8,2023-08-22 17:34:00,6.6,360.8,609.2,1
18,女性,160.7,57.1,2023-08-22 05:21:00,21.6,721.3,303.2,1
19,男性,171.9,65.3,2023-08-22 03:46:00,16.9,582.4,789.9,1
32,男性,168.1,62.5,2023-08-22 06:57:00,5.1,615.3,568.7,1
64,女性,159.9,56.7,2023-08-22 06:16:00,11.3,387.5,629.1,1
45,女性,160.9,57.6,2023-08-22 05:20:00,1.7,631.4,420.2,0
19,女性,159.6,56.8,2023-08-22 02:55:00,22.4,605.9,648.8,1
65,女性,163.6,59.0,2023-08-22 06:08:00,3.1,713.7,347.1,0
56,女性,156.7,54.3,2023-08-22 06:30:00,13.1,596.9,523.3,1
33,女性,158.6,56.3,2023-08-22 15:39:00,20.5,485.2,381.4,1
43,男性,171.3,65.0,2023-08-22 11:13:00,15.0,365.4,637.6,1
29,女性,162.7,58.7,2023-08-22 03:52:00,9.3,643.9,405.9,1
75,男性,172.1,66.0,2023-08-22 09:27:00,10.8,348.5,432.0,1
61,女性,164.3,60.1,2023-08-22 21:39:00,3.3,700.7,339.0,0
74,男性,169.6,64.1,2023-08-22 02:08:00,14.8,302.3,468.0,1
55,男性,166.7,62.1,2023-08-22 02:58:00,22.0,676.6,442.1,1
29,女性,163.4,59.1,2023-08-22 05:47:00,9.4,735.8,622.5,1
71,女性,155.5,53.3,2023-08-22 13:56:00,18.1,694.6,487.9,1
26,男性,166.2,60.8,2023-08-22 13:38:00,11.1,573.6,620.3,1
52,女性,161.8,58.3,2023-08-22 01:56:00,12.1,682.5,585.0,1
24,女性,160.8,57.4,2023-08-22 03:51:00,1.5,325.3,405.5,1
31,女性,156.5,54.8,2023-08-22 19:38:00,4.2,410.8,367.1,1
22,女性,164.2,60.2,2023-08-22 05:20:00,15.2,485.9,383.3,1
34,女性,162.9,59.2,2023-08-22 13:36:00,19.4,770.6,521.7,1
68,女性,155.2,53.9,2023-08-22 02:30:00,18.3,755.5,769.8,1
71,女性,162.4,58.8,2023-08-22 01:13:00,22.5,539.5,772.5,1
77,男性,172.0,66.0,2023-08-22 05:13:00,8.9,734.3,394.4,1
75,男性,165.6,61.2,2023-08-22 10:52:00,22.9,315.9,545.6,1
56,女性,157.7,54.9,2023-08-22 19:10:00,1.2,404.5,685.2,0
50,女性,160.5,57.0,2023-08-22 17:37:00,7.8,589.4,577.9,1
75,女性,163.4,58.8,2023-08-22 07:24:00,15.5,470.0,798.6,1
21,男性,170.9,64.3,2023-08-22 19:14:00,17.8,664.9,674.9,1
26,女性,163.0,58.8,2023-08-22 18:52:00,16.2,585.9,789.9,1
64,男性,169.3,63.9,2023-08-22 04:15:00,21.6,525.2,713.2,1
60,女性,162.1,58.2,2023-08-22 15:29:00,16.5,343.8,514.4,1
38,男性,167.0,61.7,2023-08-22 03:30:00,17.0,318.7,532.1,1
61,女性,161.8,57.6,2023-08-22 03:39:00,10.1,673.3,426.4,1
43,男性,169.2,63.2,2023-08-22 04:28:00,15.4,473.5,795.2,1
60,女性,164.0,59.4,2023-08-22 18:47:00,17.0,758.9,351.6,1
70,女性,164.3,60.2,2023-08-22 09:59:00,12.2,547.6,352.2,1
51,男性,165.8,61.2,2023-08-22 03:02:00,20.6,431.3,378.7,1
53,男性,170.4,64.5,2023-08-22 15:25:00,12.7,734.0,759.8,1
40,女性,156.3,54.6,2023-08-22 19:54:00,14.4,370.2,782.7,1
32,女性,160.5,57.3,2023-08-22 02:08:00,17.8,406.0,794.9,1
72,男性,168.4,63.0,2023-08-22 07:39:00,3.0,415.0,334.6,1
33,男性,166.9,61.9,2023-08-22 01:44:00,7.3,312.5,586.9,1
77,男性,174.7,67.7,2023-08-22 08:23:00,19.5,653.1,674.1,1
31,女性,156.6,54.8,2023-08-22 07:36:00,2.1,446.4,712.7,0
35,男性,168.8,63.1,2023-08-22 22:53:00,21.2,377.8,476.7,1
29,女性,161.0,57.8,2023-08-22 17:53:00,12.3,529.0,364.6,1
80,男性,169.4,63.3,2023-08-22 11:38:00,17.7,549.6,423.7,1
72,女性,162.2,58.3,2023-08-22 15:09:00,16.7,510.4,664.9,1
63,女性,158.3,55.3,2023-08-22 04:59:00,18.7,619.0,755.7,1
52,男性,167.1,61.8,2023-08-22 09:30:00,21.6,400.6,697.1,1
76,男性,169.9,64.4,2023-08-22 07:03:00,2.8,562.0,429.6,0
23,女性,156.3,53.8,2023-08-22 07:37:00,10.2,466.4,466.0,1
37,男性,168.4,63.1,2023-08-22 19:22:00,5.0,524.8,574.3,1
67,男性,172.4,66.2,2023-08-22 01:49:00,6.4,382.6,405.9,1
67,男性,172.8,66.3,2023-08-22 15:36:00,5.7,436.1,632.2,1
63,女性,157.7,55.1,2023-08-22 16:43:00,6.0,556.7,750.5,0
56,女性,163.4,59.4,2023-08-22 07:20:00,6.2,579.6,472.5,1
33,女性,157.0,54.3,2023-08-22 04:22:00,17.0,625.0,555.9,1
55,男性,170.3,64.5,2023-08-22 21:43:00,18.1,745.7,786.0,1
79,女性,156.9,54.7,2023-08-22 09:28:00,4.7,757.9,699.7,0
68,女性,163.5,59.7,2023-08-22 03:03:00,3.0,665.2,502.9,0
67,女性,163.8,59.3,2023-08-22 20:26:00,8.8,432.5,744.8,1
65,男性,165.3,60.5,2023-08-22 23:20:00,9.4,623.5,304.7,1
69,男性,173.9,66.7,2023-08-22 08:42:00,12.0,579.9,703.7,1
28,女性,157.0,54.7,2023-08-22 01:15:00,20.9,426.2,639.3,1
40,女性,157.6,54.8,2023-08-22 17:44:00,14.1,644.2,505.6,1
69,女性,156.4,54.1,2023-08-22 22:51:00,7.9,793.8,754.5,0
75,男性,166.9,61.4,2023-08-22 13:39:00,19.1,339.2,767.1,1
57,男性,172.8,66.0,2023-08-22 17:42:00,3.7,392.9,344.3,1
38,女性,161.5,57.4,2023-08-22 18:54:00,5.6,748.9,383.8,1
48,男性,172.8,66.6,2023-08-22 13:33:00,12.3,596.3,459.9,1
71,男性,172.9,66.2,2023-08-22 14:11:00,16.0,418.5,612.4,1
74,男性,171.0,65.0,2023-08-22 07:13:00,12.1,516.0,478.9,1
63,女性,161.9,58.2,2023-08-22 23:16:00,22.9,524.5,573.9,1
73,男性,169.3,63.4,2023-08-22 09:13:00,14.7,353.2,554.5,1
38,男性,170.0,64.3,2023-08-22 20:42:00,12.4,488.0,547.8,1
49,男性,174.7,67.6,2023-08-22 12:20:00,18.9,701.1,730.6,1
25,女性,157.2,54.5,2023-08-22 09:14:00,13.7,508.7,340.7,1
67,女性,161.5,57.5,2023-08-22 07:20:00,3.5,738.8,369.2,0
45,女性,156.8,54.1,2023-08-22 13:59:00,1.8,650.2,330.0,0
79,男性,166.9,61.5,2023-08-22 23:11:00,11.4,656.3,781.9,1
27,女性,158.1,55.8,2023-08-22 18:56:00,9.6,399.8,717.6,1
55,男性,174.6,67.7,2023-08-22 09:03:00,23.0,710.9,783.5,1
78,男性,166.8,61.4,2023-08-22 11:13:00,17.4,416.6,598.3,1
64,男性,167.6,62.6,2023-08-22 03:47:00,16.5,496.3,407.2,1
55,男性,171.4,65.0,2023-08-22 15:28:00,10.6,349.5,612.8,1
63,女性,162.9,58.9,2023-08-22 02:19:00,11.9,648.9,544.1,1
20,男性,165.5,61.0,2023-08-22 13:02:00,4.6,730.0,385.1,1
51,女性,163.9,59.9,2023-08-22 18:24:00,17.6,791.3,517.4,1
33,女性,164.8,60.1,2023-08-22 09:17:00,13.7,320.3,577.9,1
54,男性,169.7,64.0,2023-08-22 03:59:00,10.2,406.6,707.7,1
19,女性,163.5,59.6,2023-08-22 13:36:00,20.5,408.1,551.6,1
51,男性,167.2,61.5,2023-08-22 06:59:00,18.5,536.3,454.9,1
37,男性,172.8,66.0,2023-08-22 23:52:00,3.5,300.2,549.2,1
40,女性,158.4,55.6,2023-08-22 07:46:00,16.9,759.2,349.8,1
54,男性,171.8,65.5,2023-08-22 19:23:00,10.4,460.9,480.4,1
55,男性,169.4,63.3,2023-08-22 04:17:00,18.6,450.3,317.1,1
33,男性,170.0,64.5,2023-08-22 23:14:00,15.0,483.7,324.7,1
76,女性,157.1,54.6,2023-08-22 21:43:00,10.8,413.1,618.8,1
72,女性,162.1,58.2,2023-08-22 01:38:00,19.6,520.7,427.9,1
36,女性,158.2,55.3,2023-08-22 23:39:00,8.2,588.5,445.3,1
64,男性,166.7,61.8,2023-08-22 22:52:00,6.4,719.7,335.7,1
66,男性,171.8,65.2,2023-08-22 13:47:00,15.8,359.1,609.8,1
50,男性,174.8,67.9,2023-08-22 15:29:00,16.6,743.0,460.3,1
63,男性,174.6,67.9,2023-08-22 18:13:00,2.5,502.7,410.4,1
35,女性,163.6,59.4,2023-08-22 07:39:00,5.4,487.6,499.6,1
40,男性,172.4,66.3,2023-08-22 22:24:00,7.7,687.9,405.6,1
57,男性,170.6,64.5,2023-08-22 15:27:00,17.6,725.6,747.1,1
39,男性,174.6,67.8,2023-08-22 08:35:00,5.2,744.9,507.0,1
73,男性,169.3,63.2,2023-08-22 10:35:00,13.3,629.7,503.6,1
48,女性,163.8,59.3,2023-08-22 01:42:00,7.5,704.8,401.9,1
37,男性,169.1,63.8,2023-08-22 08:46:00,3.8,735.7,500.2,0
35,男性,174.2,67.7,2023-08-22 13:07:00,14.0,382.7,358.0,1
26,女性,160.6,57.1,2023-08-22 04:10:00,10.9,439.9,523.9,1
20,男性,172.0,65.5,2023-08-22 11:56:00,5.7,325.5,753.1,1
77,男性,171.8,64.9,2023-08-22 01:57:00,4.6,575.8,743.6,0
72,男性,172.5,65.5,2023-08-22 10:06:00,20.5,514.8,759.6,1
64,女性,160.0,57.3,2023-08-22 17:44:00,4.9,411.7,404.3,1
35,女性,160.3,57.4,2023-08-22 04:06:00,15.8,552.7,478.8,1
69,男性,173.2,66.9,2023-08-22 07:54:00,1.7,731.8,730.6,0
