年齢,性別,身長,体重
25,女性,154.3,52.378678000000015
65,男性,165.8,60.477208000000005
41,男性,165.2,60.04028799999999
28,男性,173.1,65.91994199999999
28,女性,159.8,56.179288000000014
74,女性,155.1,52.923221999999996
64,女性,158.3,55.12955800000001
34,男性,174.4,66.913792
60,男性,166.7,61.135557999999996
48,男性,174.6,67.06735199999999
67,男性,167.6,61.797472
47,女性,154.5,52.51455
45,男性,165.8,60.477208000000005
18,男性,173.9,66.530662
32,男性,170.2,63.72968799999999
68,女性,156.8,54.089728000000015
28,女性,157.9,54.851302000000004
44,女性,160.4,56.601952000000004
36,女性,155.8,53.40200800000001
57,女性,159.1,55.688182
24,女性,154.5,52.51455
67,女性,160.5,56.67255
39,男性,170.4,63.879552000000004
50,男性,171.3,64.55611800000001
56,女性,156.8,54.089728000000015
60,男性,170.0,63.58
51,男性,168.8,62.685568
19,女性,160.4,56.601952000000004
64,男性,169.4,63.131992000000004
62,男性,167.7,61.87123799999999
66,男性,166.0,60.6232
26,男性,171.2,64.480768
79,男性,169.1,62.908581999999996
74,女性,160.0,56.32
77,女性,155.4,53.128152
71,女性,154.6,52.582552
42,女性,159.0,55.6182
69,男性,173.1,65.91994199999999
80,男性,171.4,64.63151200000001
29,女性,154.3,52.378678000000015
66,男性,171.3,64.55611800000001
32,男性,166.4,60.91571200000001
73,男性,174.2,66.760408
46,男性,170.1,63.654821999999996
73,男性,172.8,65.69164800000001
48,女性,154.4,52.446592
30,女性,157.0,54.2278
54,女性,160.7,56.81387799999999
43,女性,155.2,52.99148799999999
32,男性,165.5,60.25855
67,女性,161.0,57.0262
54,男性,172.2,65.236248
71,男性,166.5,60.98895
76,男性,168.5,62.46295
62,女性,156.6,53.951831999999996
34,男性,170.2,63.72968799999999
45,女性,154.7,52.650597999999995
53,男性,172.0,65.0848
43,女性,158.9,55.54826200000001
27,女性,159.5,55.96855
48,女性,158.7,55.408517999999994
41,女性,158.4,55.19923200000001
79,男性,173.2,65.99612799999998
29,男性,172.6,65.539672
46,男性,168.6,62.537112
22,女性,157.1,54.296902
21,女性,156.0,53.5392
65,女性,157.6,54.643072
41,女性,156.4,53.81411200000001
71,男性,171.2,64.480768
23,女性,154.2,52.31080799999999
62,男性,170.6,64.029592
74,男性,167.6,61.797472
48,男性,171.4,64.63151200000001
54,女性,157.5,54.57375
72,男性,168.8,62.685568
51,男性,168.2,62.24072799999999
26,男性,168.9,62.75986200000001
70,男性,166.2,60.76936799999999
62,男性,169.6,63.281152
42,女性,158.9,55.54826200000001
29,男性,172.9,65.767702
44,女性,158.3,55.12955800000001
23,女性,157.7,54.71243799999999
66,男性,173.4,66.148632
56,女性,154.0,52.1752
43,女性,160.6,56.74319199999999
77,男性,167.7,61.87123799999999
72,女性,159.0,55.6182
38,女性,160.2,56.46088799999999
64,男性,172.5,65.46375
48,女性,158.2,55.05992799999999
53,男性,174.6,67.06735199999999
20,女性,158.7,55.408517999999994
32,女性,158.2,55.05992799999999
22,女性,155.1,52.923221999999996
55,女性,160.6,56.74319199999999
35,男性,169.3,63.05747800000002
70,女性,154.0,52.1752
77,女性,159.3,55.82827800000001
20,男性,171.6,64.782432
48,男性,173.0,65.8438
51,女性,154.1,52.242982
64,女性,158.4,55.19923200000001
31,女性,156.8,54.089728000000015
73,女性,154.9,52.78682200000001
62,男性,167.6,61.797472
34,女性,156.7,54.020757999999994
20,男性,165.2,60.04028799999999
75,男性,168.4,62.38883200000001
23,男性,172.7,65.61563799999999
24,女性,158.7,55.408517999999994
69,女性,161.0,57.0262
46,女性,155.9,53.47058200000001
22,女性,155.1,52.923221999999996
53,女性,158.0,54.9208
75,男性,168.6,62.537112
47,女性,156.4,53.81411200000001
52,男性,167.0,61.3558
55,男性,173.1,65.91994199999999
26,男性,171.2,64.480768
63,男性,174.7,67.144198
52,女性,158.9,55.54826200000001
18,男性,169.9,63.50522200000001
37,女性,155.9,53.47058200000001
35,男性,174.4,66.913792
61,男性,171.4,64.63151200000001
78,女性,154.6,52.582552
38,男性,165.3,60.11299800000001
70,男性,168.8,62.685568
23,女性,161.0,57.0262
27,女性,160.1,56.390421999999994
44,女性,156.2,53.676567999999996
22,男性,171.0,64.3302
72,男性,167.9,62.018902000000004
73,男性,173.0,65.8438
43,男性,169.9,63.50522200000001
51,女性,159.4,55.898392
19,女性,155.7,53.33347799999999
39,女性,155.3,53.05979800000001
74,男性,169.7,63.355798
63,男性,168.2,62.24072799999999
75,女性,154.5,52.51455
55,男性,165.4,60.185752
21,女性,157.9,54.851302000000004
74,女性,159.5,55.96855
56,男性,165.7,60.40427799999999
18,女性,160.3,56.53139800000001
47,男性,173.5,66.22495
50,女性,155.9,53.47058200000001
40,女性,158.8,55.478368
78,女性,155.1,52.923221999999996
40,男性,171.1,64.405462
32,男性,170.8,64.17980800000001
42,女性,161.0,57.0262
54,女性,160.4,56.601952000000004
59,女性,156.3,53.745318000000005
78,男性,166.5,60.98895
39,男性,169.9,63.50522200000001
52,男性,170.2,63.72968799999999
48,女性,155.4,53.128152
24,男性,166.6,61.062231999999995
41,男性,172.9,65.767702
55,男性,174.5,66.99055
26,男性,167.3,61.57643800000001
49,男性,173.8,66.45416800000001
33,男性,171.8,64.93352800000001
45,男性,173.0,65.8438
36,女性,154.9,52.78682200000001
36,女性,158.4,55.19923200000001
30,女性,157.6,54.643072
42,女性,159.4,55.898392
38,女性,160.5,56.67255
37,男性,167.8,61.94504800000001
41,男性,174.2,66.760408
24,男性,167.5,61.72375
66,女性,155.3,53.05979800000001
24,男性,172.9,65.767702
47,男性,166.5,60.98895
58,女性,160.1,56.390421999999994
74,女性,159.6,56.038752
50,女性,155.8,53.40200800000001
70,男性,170.5,63.95455
79,女性,158.2,55.05992799999999
42,女性,158.9,55.54826200000001
45,男性,168.0,62.0928
70,女性,155.7,53.33347799999999
78,女性,154.5,52.51455
60,男性,173.3,66.07235800000001
42,男性,165.7,60.40427799999999
33,女性,154.4,52.446592
73,女性,155.4,53.128152
73,男性,168.9,62.75986200000001
44,女性,158.4,55.19923200000001
77,男性,173.5,66.22495
39,男性,171.9,65.009142
75,女性,159.0,55.6182
27,男性,165.2,60.04028799999999
75,女性,156.5,53.88295
34,男性,169.6,63.281152
44,女性,157.5,54.57375
28,男性,171.0,64.3302
57,女性,156.5,53.88295
73,男性,168.1,62.16674199999999
32,男性,170.9,64.25498200000001
42,男性,171.9,65.009142
72,女性,154.3,52.378678000000015
22,男性,172.6,65.539672
60,女性,156.1,53.607862
49,女性,160.0,56.32
41,男性,170.1,63.654821999999996
23,女性,157.4,54.50447200000001
20,男性,166.9,61.28234200000001
23,男性,165.9,60.55018200000001
20,男性,171.8,64.93352800000001
56,男性,170.3,63.80459800000001
48,女性,158.1,54.99034199999999
74,女性,157.3,54.43523800000001
72,男性,168.3,62.314758000000005
63,男性,173.1,65.91994199999999
35,女性,158.5,55.26895
40,男性,171.7,64.857958
56,男性,166.6,61.062231999999995
61,男性,167.5,61.72375
73,男性,165.6,60.331391999999994
62,女性,154.6,52.582552
44,女性,161.0,57.0262
63,男性,165.8,60.477208000000005
34,男性,166.9,61.28234200000001
69,女性,154.8,52.718688000000014
80,男性,173.9,66.530662
19,女性,156.7,54.020757999999994
76,男性,167.8,61.94504800000001
34,女性,158.8,55.478368
18,女性,154.9,52.78682200000001
74,女性,160.8,56.88460800000001
40,女性,160.1,56.390421999999994
35,女性,157.4,54.50447200000001
44,男性,169.1,62.908581999999996
57,男性,173.9,66.530662
67,男性,168.3,62.314758000000005
63,女性,160.6,56.74319199999999
25,男性,171.0,64.3302
52,男性,169.9,63.50522200000001
30,女性,160.4,56.601952000000004
37,女性,154.0,52.1752
45,女性,155.8,53.40200800000001
29,女性,156.9,54.158742000000004
65,女性,160.2,56.46088799999999
70,女性,154.8,52.718688000000014
49,男性,173.1,65.91994199999999
25,男性,166.0,60.6232
61,男性,173.1,65.91994199999999
26,男性,174.1,66.683782
22,女性,155.7,53.33347799999999
79,男性,166.0,60.6232
50,女性,154.3,52.378678000000015
25,男性,168.5,62.46295
49,女性,159.7,56.108998
57,男性,165.4,60.185752
66,女性,160.4,56.601952000000004
62,女性,157.3,54.43523800000001
69,女性,157.3,54.43523800000001
44,男性,166.0,60.6232
37,女性,160.1,56.390421999999994
65,女性,160.9,56.95538200000001
53,男性,172.0,65.0848
21,男性,169.9,63.50522200000001
75,女性,156.6,53.951831999999996
33,男性,166.0,60.6232
67,男性,165.8,60.477208000000005
73,女性,157.9,54.851302000000004
43,男性,170.2,63.72968799999999
55,男性,171.3,64.55611800000001
36,男性,167.2,61.502848
18,女性,158.6,55.338712
56,男性,166.9,61.28234200000001
58,女性,158.6,55.338712
21,女性,155.8,53.40200800000001
75,男性,172.9,65.767702
40,男性,167.3,61.57643800000001
61,女性,156.4,53.81411200000001
77,男性,173.8,66.45416800000001
45,男性,169.3,63.05747800000002
72,女性,155.4,53.128152
53,女性,155.7,53.33347799999999
40,男性,166.9,61.28234200000001
77,女性,158.7,55.408517999999994
44,男性,165.2,60.04028799999999
68,女性,160.8,56.88460800000001
23,男性,166.3,60.842518000000005
57,女性,160.6,56.74319199999999
52,男性,171.5,64.70695
33,女性,156.7,54.020757999999994
23,女性,156.9,54.158742000000004
50,女性,155.8,53.40200800000001
53,男性,171.8,64.93352800000001
76,女性,157.2,54.366048
33,男性,168.3,62.314758000000005
19,女性,157.4,54.50447200000001
26,女性,160.4,56.601952000000004
62,女性,156.5,53.88295
26,男性,171.1,64.405462
47,男性,173.5,66.22495
57,男性,165.2,60.04028799999999
23,男性,167.4,61.65007200000001
73,男性,173.3,66.07235800000001
46,男性,166.5,60.98895
35,男性,168.7,62.61131799999999
78,女性,158.7,55.408517999999994
29,男性,171.1,64.405462
24,男性,172.6,65.539672
24,女性,157.7,54.71243799999999
50,男性,170.4,63.879552000000004
76,女性,156.3,53.745318000000005
21,女性,158.5,55.26895
78,女性,155.3,53.05979800000001
73,女性,158.8,55.478368
22,男性,169.5,63.20655
31,男性,169.8,63.43048800000001
62,女性,159.0,55.6182
63,男性,165.3,60.11299800000001
50,男性,168.9,62.75986200000001
73,女性,156.1,53.607862
23,女性,160.3,56.53139800000001
26,男性,168.3,62.314758000000005
72,男性,174.8,67.22108800000001
63,男性,171.9,65.009142
49,男性,166.4,60.91571200000001
79,女性,157.2,54.366048
77,男性,174.1,66.683782
77,男性,167.0,61.3558
78,男性,173.2,65.99612799999998
63,女性,156.1,53.607862
36,女性,157.6,54.643072
59,女性,157.7,54.71243799999999
24,女性,156.2,53.676567999999996
36,男性,172.4,65.38787200000002
48,女性,155.9,53.47058200000001
25,男性,168.6,62.537112
46,男性,166.3,60.842518000000005
22,女性,157.3,54.43523800000001
56,男性,167.8,61.94504800000001
44,女性,158.1,54.99034199999999
52,男性,168.7,62.61131799999999
77,男性,172.8,65.69164800000001
45,女性,158.1,54.99034199999999
28,男性,165.4,60.185752
73,男性,173.7,66.37771799999999
63,男性,172.4,65.38787200000002
34,女性,160.3,56.53139800000001
38,女性,154.8,52.718688000000014
67,男性,168.1,62.16674199999999
45,男性,166.9,61.28234200000001
65,男性,173.6,66.301312
62,女性,157.3,54.43523800000001
53,女性,154.7,52.650597999999995
48,女性,155.0,52.855
70,女性,159.2,55.758207999999996
56,女性,157.9,54.851302000000004
43,男性,170.7,64.10467799999999
27,女性,156.5,53.88295
53,男性,166.5,60.98895
78,女性,156.6,53.951831999999996
70,男性,165.6,60.331391999999994
42,男性,166.4,60.91571200000001
40,男性,168.0,62.0928
25,男性,171.4,64.63151200000001
54,女性,160.1,56.390421999999994
60,男性,165.6,60.331391999999994
29,男性,169.7,63.355798
60,女性,160.0,56.32
19,男性,170.1,63.654821999999996
76,女性,159.8,56.179288000000014
40,男性,172.2,65.236248
22,女性,159.8,56.179288000000014
77,女性,157.4,54.50447200000001
21,女性,160.1,56.390421999999994
46,男性,169.5,63.20655
65,女性,160.0,56.32
65,女性,156.4,53.81411200000001
70,女性,155.4,53.128152
80,男性,174.2,66.760408
77,女性,155.2,52.99148799999999
62,女性,155.8,53.40200800000001
33,女性,157.6,54.643072
71,女性,157.8,54.78184800000001
26,男性,166.7,61.135557999999996
63,男性,174.7,67.144198
55,女性,158.0,54.9208
31,男性,174.9,67.298022
52,女性,156.3,53.745318000000005
41,男性,169.1,62.908581999999996
80,男性,165.6,60.331391999999994
48,女性,156.2,53.676567999999996
48,男性,168.3,62.314758000000005
35,男性,174.8,67.22108800000001
36,女性,159.2,55.758207999999996
71,女性,159.7,56.108998
20,女性,156.1,53.607862
28,女性,160.5,56.67255
61,男性,168.1,62.16674199999999
79,男性,173.0,65.8438
27,男性,170.3,63.80459800000001
57,男性,169.6,63.281152
55,女性,160.4,56.601952000000004
52,女性,156.8,54.089728000000015
64,女性,154.8,52.718688000000014
62,女性,157.9,54.851302000000004
45,女性,156.6,53.951831999999996
67,男性,171.1,64.405462
63,女性,157.7,54.71243799999999
77,男性,172.0,65.0848
63,女性,159.1,55.688182
28,男性,172.3,65.31203800000002
33,男性,165.0,59.895
24,女性,157.7,54.71243799999999
44,男性,170.1,63.654821999999996
62,男性,169.2,62.983008
19,女性,158.3,55.12955800000001
51,女性,159.2,55.758207999999996
25,女性,154.6,52.582552
61,男性,172.3,65.31203800000002
18,男性,171.8,64.93352800000001
69,男性,166.6,61.062231999999995
59,男性,169.1,62.908581999999996
78,女性,157.0,54.2278
35,男性,170.1,63.654821999999996
28,男性,173.7,66.37771799999999
45,男性,165.1,59.967622
26,女性,160.9,56.95538200000001
